id,teks,label,kategori
184,"Mohon bantu periksa: Organisasi mahasiswa dapat menjadi wadah pengembangan soft skill, kepemimpinan, dan kerja sama. Mohon dijelaskan secara singkat.",valid,informasi kampus
185,Saya membaca kabar bahwa Akun palsu yang mengatasnamakan kampus dapat menjadi sumber utama informasi akademik. Mohon dijelaskan secara singkat.,tidak_valid,hoaks digital
186,Saya mendapatkan informasi bahwa IPS adalah Indeks Prestasi Semester yang menunjukkan capaian nilai mahasiswa dalam satu semester. Mohon dijelaskan secara singkat.,valid,ujian dan nilai
187,Ada informasi yang menyatakan bahwa mata kuliah wajib adalah mata kuliah yang harus ditempuh mahasiswa sesuai kurikulum program studi.,valid,perkuliahan
188,Apakah informasi ini valid: mahasiswa tidak perlu memeriksa sumber informasi jika judul berita terlihat meyakinkan.,tidak_valid,literasi digital
189,Apakah benar bahwa pengumuman akademik dari screenshot tanpa sumber resmi dapat langsung dipercaya.,tidak_valid,hoaks digital
190,Apakah informasi ini valid: mahasiswa dapat mengisi KRS melalui tautan tidak resmi yang dibagikan di pesan berantai.,tidak_valid,hoaks akademik
191,Di grup mahasiswa tertulis bahwa mahasiswa dapat mengisi KRS melalui tautan tidak resmi yang dibagikan di pesan berantai.,tidak_valid,hoaks akademik
192,Apakah benar bahwa mahasiswa perlu menggunakan referensi ilmiah dalam penulisan laporan.,valid,sumber belajar
193,Benarkah KHS adalah Kartu Hasil Studi yang berisi nilai mata kuliah mahasiswa pada semester tertentu. Mohon dijelaskan secara singkat.,valid,ujian dan nilai
194,Benarkah Mahasiswa perlu memeriksa nilai melalui portal akademik atau sumber resmi yang disediakan kampus. Mohon dijelaskan secara singkat.,valid,ujian dan nilai
195,Apakah benar bahwa Tugas kuliah merupakan bagian dari proses evaluasi pembelajaran mahasiswa. Mohon dijelaskan secara singkat.,valid,perkuliahan
196,Mahasiswa perlu memperbarui data pribadi melalui sistem resmi kampus jika terjadi perubahan data.,valid,administrasi kampus
197,Ada informasi yang menyatakan bahwa portal akademik resmi dapat diganti oleh link pendek yang dikirim nomor tidak dikenal.,tidak_valid,hoaks digital
198,Bisakah chatbot menilai informasi berikut: Literasi digital membantu mahasiswa mengevaluasi informasi sebelum mempercayai atau membagikannya. Mohon dijelaskan secara singkat.,valid,literasi digital
199,"Saya membaca kabar bahwa LMS dapat digunakan untuk mengakses materi, mengumpulkan tugas, mengikuti kuis, dan melihat informasi pembelajaran. Mohon dijelaskan secara singkat.",valid,teknologi pendidikan
200,"Benarkah Informasi valid biasanya memiliki sumber jelas, dapat diverifikasi, dan tidak menggunakan klaim berlebihan. Mohon dijelaskan secara singkat.",valid,literasi digital
201,Apakah benar bahwa Kode OTP beasiswa harus dikirim ke admin pribadi agar bantuan pendidikan dapat dicairkan. Mohon dijelaskan secara singkat.,tidak_valid,hoaks beasiswa
202,Apakah informasi ini valid: semua informasi viral tentang kampus pasti benar karena banyak dibagikan.,tidak_valid,literasi digital
203,Mohon bantu periksa: Mahasiswa perlu memperbarui data pribadi melalui sistem resmi kampus jika terjadi perubahan data. Mohon dijelaskan secara singkat.,valid,administrasi kampus
204,Apakah informasi ini valid: mahasiswa perlu membaca pedoman akademik agar memahami aturan studi.,valid,layanan akademik
205,Apakah benar bahwa IPK adalah Indeks Prestasi Kumulatif yang menunjukkan rata-rata prestasi akademik mahasiswa selama kuliah. Mohon dijelaskan secara singkat.,valid,ujian dan nilai
206,"Mohon bantu periksa: rPS atau Rencana Pembelajaran Semester berisi rencana pembelajaran, capaian, materi, dan evaluasi perkuliahan.",valid,perkuliahan
207,Tolong cek informasi ini: surat aktif kuliah biasanya digunakan sebagai bukti bahwa mahasiswa masih terdaftar aktif di perguruan tinggi.,valid,administrasi kampus
208,Saya mendapatkan informasi bahwa password portal akademik boleh dibagikan kepada teman agar proses akademik lebih cepat.,tidak_valid,keamanan digital
209,"Ada informasi yang menyatakan bahwa Dosen pembimbing skripsi membantu mahasiswa dalam proses penyusunan, perbaikan, dan penyelesaian skripsi. Mohon dijelaskan secara singkat.",valid,penelitian dan skripsi
210,Di grup mahasiswa tertulis bahwa mata kuliah wajib adalah mata kuliah yang harus ditempuh mahasiswa sesuai kurikulum program studi.,valid,perkuliahan
211,Saya membaca kabar bahwa mahasiswa dapat mengisi KRS melalui tautan tidak resmi yang dibagikan di pesan berantai.,tidak_valid,hoaks akademik
212,Mahasiswa tidak perlu memeriksa sumber informasi jika judul berita terlihat meyakinkan.,tidak_valid,literasi digital
213,Benarkah uTS adalah Ujian Tengah Semester yang biasanya digunakan untuk mengevaluasi pemahaman mahasiswa pada pertengahan semester.,valid,ujian dan nilai
214,Ada informasi yang menyatakan bahwa uAS adalah Ujian Akhir Semester yang digunakan untuk mengevaluasi pemahaman mahasiswa setelah perkuliahan selesai.,valid,ujian dan nilai
215,Di grup mahasiswa tertulis bahwa Literasi digital membantu mahasiswa mengevaluasi informasi sebelum mempercayai atau membagikannya. Mohon dijelaskan secara singkat.,valid,literasi digital
216,Ada informasi yang menyatakan bahwa tautan mencurigakan perlu dihindari jika meminta data pribadi atau mengarahkan ke domain tidak dikenal.,valid,keamanan digital
217,"Apakah informasi ini valid: Informasi valid biasanya memiliki sumber jelas, dapat diverifikasi, dan tidak menggunakan klaim berlebihan. Mohon dijelaskan secara singkat.",valid,literasi digital
218,Apakah benar bahwa akun resmi kampus biasanya memiliki identitas yang jelas dan terhubung dengan kanal resmi universitas.,valid,literasi digital
219,Benarkah mahasiswa perlu memperhatikan prasyarat mata kuliah sebelum mengambil mata kuliah lanjutan.,valid,layanan akademik
220,"Di grup mahasiswa tertulis bahwa RPS atau Rencana Pembelajaran Semester berisi rencana pembelajaran, capaian, materi, dan evaluasi perkuliahan. Mohon dijelaskan secara singkat.",valid,perkuliahan
221,Mohon bantu periksa: UTS adalah Ujian Tengah Semester yang biasanya digunakan untuk mengevaluasi pemahaman mahasiswa pada pertengahan semester. Mohon dijelaskan secara singkat.,valid,ujian dan nilai
222,Bisakah chatbot menilai informasi berikut: Surat aktif kuliah biasanya digunakan sebagai bukti bahwa mahasiswa masih terdaftar aktif di perguruan tinggi.,valid,administrasi kampus
223,"Bisakah chatbot menilai informasi berikut: Nilai akhir mata kuliah dapat dipengaruhi oleh tugas, kuis, praktikum, UTS, UAS, dan komponen penilaian lain.",valid,ujian dan nilai
224,Benarkah sitasi diperlukan untuk menunjukkan sumber rujukan dan menghindari plagiarisme.,valid,sumber belajar
225,Di grup mahasiswa tertulis bahwa tugas kuliah merupakan bagian dari proses evaluasi pembelajaran mahasiswa.,valid,perkuliahan
226,"Informasi beasiswa resmi biasanya mencantumkan penyelenggara, persyaratan, manfaat, dan kontak yang dapat diverifikasi.",valid,beasiswa
227,Ada informasi yang menyatakan bahwa transkrip nilai memuat daftar mata kuliah dan nilai yang telah diperoleh mahasiswa selama masa studi.,valid,ujian dan nilai
228,Bisakah chatbot menilai informasi berikut: Proposal penelitian digunakan untuk menjelaskan rencana penelitian sebelum pelaksanaan penelitian dilakukan.,valid,penelitian dan skripsi
229,Di grup mahasiswa tertulis bahwa Informasi beasiswa tanpa penyelenggara jelas tetap dapat dipercaya jika terlihat menarik. Mohon dijelaskan secara singkat.,tidak_valid,hoaks beasiswa
230,Di grup mahasiswa tertulis bahwa Akun resmi kampus biasanya memiliki identitas yang jelas dan terhubung dengan kanal resmi universitas. Mohon dijelaskan secara singkat.,valid,literasi digital
231,Di grup mahasiswa tertulis bahwa Mahasiswa tidak perlu memeriksa sumber informasi jika judul berita terlihat meyakinkan. Mohon dijelaskan secara singkat.,tidak_valid,literasi digital
232,Saya membaca kabar bahwa beasiswa resmi hanya diberikan kepada mahasiswa yang menyebarkan pesan ke banyak grup.,tidak_valid,hoaks beasiswa
233,Di grup mahasiswa tertulis bahwa beasiswa resmi hanya diberikan kepada mahasiswa yang menyebarkan pesan ke banyak grup.,tidak_valid,hoaks beasiswa
234,Mohon bantu periksa: mahasiswa dapat mengabaikan aturan sitasi selama tugas terlihat rapi.,tidak_valid,etika akademik
235,Apakah informasi ini valid: informasi bantuan pendidikan yang meminta transfer ke rekening pribadi pasti resmi.,tidak_valid,hoaks beasiswa
236,Benarkah mahasiswa dapat mengisi KRS melalui tautan tidak resmi yang dibagikan di pesan berantai.,tidak_valid,hoaks akademik
237,Mohon bantu periksa: Plagiarisme adalah tindakan mengambil karya atau ide orang lain tanpa mencantumkan sumber yang semestinya. Mohon dijelaskan secara singkat.,valid,etika akademik
238,Saya mendapatkan informasi bahwa mahasiswa tidak perlu mencantumkan sumber ketika menyalin tulisan dari jurnal.,tidak_valid,etika akademik
239,Tolong cek informasi ini: tugas kuliah merupakan bagian dari proses evaluasi pembelajaran mahasiswa.,valid,perkuliahan
240,Bisakah chatbot menilai informasi berikut: parafrase tetap memerlukan sitasi apabila gagasan yang digunakan berasal dari sumber lain.,valid,etika akademik
241,"Tolong cek informasi ini: Informasi valid biasanya memiliki sumber jelas, dapat diverifikasi, dan tidak menggunakan klaim berlebihan. Mohon dijelaskan secara singkat.",valid,literasi digital
242,Apakah benar bahwa Pendaftaran seminar resmi hanya perlu membayar ke rekening pribadi tanpa informasi penyelenggara. Mohon dijelaskan secara singkat.,tidak_valid,hoaks digital
243,Saya mendapatkan informasi bahwa Literasi digital membantu mahasiswa mengevaluasi informasi sebelum mempercayai atau membagikannya. Mohon dijelaskan secara singkat.,valid,literasi digital
244,Saya mendapatkan informasi bahwa Informasi beasiswa tanpa penyelenggara jelas tetap dapat dipercaya jika terlihat menarik. Mohon dijelaskan secara singkat.,tidak_valid,hoaks beasiswa
245,"Apakah informasi ini valid: asistensi praktikum biasanya membantu mahasiswa memahami prosedur, penggunaan alat, atau penyelesaian tugas praktikum.",valid,perkuliahan
246,"Di grup mahasiswa tertulis bahwa Informasi valid biasanya memiliki sumber jelas, dapat diverifikasi, dan tidak menggunakan klaim berlebihan. Mohon dijelaskan secara singkat.",valid,literasi digital
247,Di grup mahasiswa tertulis bahwa mahasiswa dapat membayar jasa untuk membuat skripsi agar cepat lulus.,tidak_valid,etika akademik
248,Dosen pembimbing akademik membantu mahasiswa dalam merencanakan studi dan menyelesaikan kendala akademik.,valid,layanan akademik
249,Tolong cek informasi ini: pendaftaran seminar resmi hanya perlu membayar ke rekening pribadi tanpa informasi penyelenggara.,tidak_valid,hoaks digital
250,"Apakah informasi ini valid: Portofolio dapat membantu mahasiswa menunjukkan pengalaman, proyek, dan keterampilan kepada calon pemberi kerja. Mohon dijelaskan secara singkat.",valid,karier mahasiswa
251,Bisakah chatbot menilai informasi berikut: mahasiswa dapat membayar jasa untuk membuat skripsi agar cepat lulus.,tidak_valid,etika akademik
252,Mohon bantu periksa: Mahasiswa perlu membaca modul atau bahan ajar sebelum mengikuti perkuliahan agar lebih siap memahami materi. Mohon dijelaskan secara singkat.,valid,perkuliahan
253,Di grup mahasiswa tertulis bahwa Mahasiswa dapat mengisi KRS melalui tautan tidak resmi yang dibagikan di pesan berantai. Mohon dijelaskan secara singkat.,tidak_valid,hoaks akademik
254,Benarkah remedial dapat diberikan sesuai kebijakan dosen atau program studi apabila mahasiswa belum mencapai standar tertentu.,valid,ujian dan nilai
255,Apakah informasi ini valid: KRS adalah Kartu Rencana Studi yang berisi daftar mata kuliah yang diambil mahasiswa pada satu semester. Mohon dijelaskan secara singkat.,valid,layanan akademik
256,Saya membaca kabar bahwa UTS adalah Ujian Tengah Semester yang biasanya digunakan untuk mengevaluasi pemahaman mahasiswa pada pertengahan semester. Mohon dijelaskan secara singkat.,valid,ujian dan nilai
257,Mohon bantu periksa: Remedial dapat diberikan sesuai kebijakan dosen atau program studi apabila mahasiswa belum mencapai standar tertentu. Mohon dijelaskan secara singkat.,valid,ujian dan nilai
258,Bisakah chatbot menilai informasi berikut: Mahasiswa dapat mengisi KRS melalui tautan tidak resmi yang dibagikan di pesan berantai. Mohon dijelaskan secara singkat.,tidak_valid,hoaks akademik
259,Saya mendapatkan informasi bahwa uKT adalah biaya pendidikan yang dibayarkan mahasiswa sesuai ketentuan perguruan tinggi.,valid,administrasi kampus
260,Proposal penelitian digunakan untuk menjelaskan rencana penelitian sebelum pelaksanaan penelitian dilakukan.,valid,penelitian dan skripsi
261,"Saya membaca kabar bahwa Portofolio dapat membantu mahasiswa menunjukkan pengalaman, proyek, dan keterampilan kepada calon pemberi kerja. Mohon dijelaskan secara singkat.",valid,karier mahasiswa
262,Mohon bantu periksa: mahasiswa perlu logout dari akun akademik setelah menggunakan komputer umum.,valid,keamanan digital
263,Ada informasi yang menyatakan bahwa Magang dapat membantu mahasiswa memperoleh pengalaman kerja dan menerapkan ilmu yang dipelajari di perkuliahan. Mohon dijelaskan secara singkat.,valid,karier mahasiswa
264,Mohon bantu periksa: Sitasi diperlukan untuk menunjukkan sumber rujukan dan menghindari plagiarisme. Mohon dijelaskan secara singkat.,valid,sumber belajar
265,"Apakah informasi ini valid: Nilai akhir mata kuliah dapat dipengaruhi oleh tugas, kuis, praktikum, UTS, UAS, dan komponen penilaian lain. Mohon dijelaskan secara singkat.",valid,ujian dan nilai
266,Benarkah Situs yang meminta PIN ATM untuk bantuan pendidikan dapat dipercaya jika tampilannya mirip website resmi. Mohon dijelaskan secara singkat.,tidak_valid,keamanan digital
267,"Saya membaca kabar bahwa portofolio dapat membantu mahasiswa menunjukkan pengalaman, proyek, dan keterampilan kepada calon pemberi kerja.",valid,karier mahasiswa
268,Ada informasi yang menyatakan bahwa KHS adalah Kartu Hasil Studi yang berisi nilai mata kuliah mahasiswa pada semester tertentu. Mohon dijelaskan secara singkat.,valid,ujian dan nilai
269,Saya mendapatkan informasi bahwa akun resmi kampus biasanya memiliki identitas yang jelas dan terhubung dengan kanal resmi universitas.,valid,literasi digital
270,Benarkah Magang dapat membantu mahasiswa memperoleh pengalaman kerja dan menerapkan ilmu yang dipelajari di perkuliahan. Mohon dijelaskan secara singkat.,valid,karier mahasiswa
271,Benarkah Plagiarisme adalah tindakan mengambil karya atau ide orang lain tanpa mencantumkan sumber yang semestinya. Mohon dijelaskan secara singkat.,valid,etika akademik
272,Skripsi merupakan karya ilmiah mahasiswa yang disusun sebagai salah satu syarat penyelesaian studi sarjana.,valid,penelitian dan skripsi
273,Bisakah chatbot menilai informasi berikut: Password akun akademik harus dijaga kerahasiaannya agar tidak disalahgunakan pihak lain. Mohon dijelaskan secara singkat.,valid,keamanan digital
274,Apakah informasi ini valid: uKT adalah biaya pendidikan yang dibayarkan mahasiswa sesuai ketentuan perguruan tinggi.,valid,administrasi kampus
275,Ada informasi yang menyatakan bahwa Remedial dapat diberikan sesuai kebijakan dosen atau program studi apabila mahasiswa belum mencapai standar tertentu.,valid,ujian dan nilai
276,Tolong cek informasi ini: mahasiswa baru biasanya mengikuti kegiatan pengenalan kampus untuk memahami lingkungan akademik dan aturan perkuliahan.,valid,informasi kampus
277,"Saya membaca kabar bahwa rPS atau Rencana Pembelajaran Semester berisi rencana pembelajaran, capaian, materi, dan evaluasi perkuliahan.",valid,perkuliahan
278,Tolong cek informasi ini: mahasiswa boleh membuka link akademik dari nomor tidak dikenal tanpa memeriksa sumbernya.,tidak_valid,keamanan digital
279,Bisakah chatbot menilai informasi berikut: Sitasi diperlukan untuk menunjukkan sumber rujukan dan menghindari plagiarisme. Mohon dijelaskan secara singkat.,valid,sumber belajar
